,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
757,"Then, Jose and Lindsay had a long argument, and afterwards Jose said to","Then, Jose and Lindsay had a long argument, and afterwards Amy said to","Then, Jose and Lindsay had a long argument, and afterwards Lindsay said to",44056,7924
872,"After Joshua and Ryan went to the restaurant, Ryan gave a basketball to","After Joshua and Ryan went to the restaurant, Kyle gave a basketball to","After Joshua and Ryan went to the restaurant, Joshua gave a basketball to",29092,13114
503,"Then, Patrick and Cody were thinking about going to the garden. Cody wanted to give a bone to","Then, Patrick and Cody were thinking about going to the garden. Bradley wanted to give a bone to","Then, Patrick and Cody were thinking about going to the garden. Patrick wanted to give a bone to",15435,48545
626,"When Justin and Scott got a kiss at the house, Justin decided to give it to","When Justin and Scott got a kiss at the house, Timothy decided to give it to","When Justin and Scott got a kiss at the house, Scott decided to give it to",7493,20839
447,"Then, Alexander and Daniel had a lot of fun at the garden. Alexander gave a drink to","Then, Alexander and Daniel had a lot of fun at the garden. Bryan gave a drink to","Then, Alexander and Daniel had a lot of fun at the garden. Daniel gave a drink to",10213,13651
839,"When Aaron and Heather got a basketball at the office, Aaron decided to give it to","When Aaron and Heather got a basketball at the office, Jeremy decided to give it to","When Aaron and Heather got a basketball at the office, Heather decided to give it to",37083,22234
958,"Then, Kyle and Charles had a long argument, and afterwards Charles said to","Then, Kyle and Charles had a long argument, and afterwards Joseph said to","Then, Kyle and Charles had a long argument, and afterwards Kyle said to",25856,8444
17,"After Allison and William went to the store, Allison gave a basketball to","After Allison and William went to the store, Rachel gave a basketball to","After Allison and William went to the store, William gave a basketball to",7252,45664
128,"After Andrea and Thomas went to the school, Thomas gave a basketball to","After Andrea and Thomas went to the school, Gregory gave a basketball to","After Andrea and Thomas went to the school, Andrea gave a basketball to",35944,7195
52,"Then, Rachel and Ryan were thinking about going to the station. Rachel wanted to give a necklace to","Then, Rachel and Ryan were thinking about going to the station. Steven wanted to give a necklace to","Then, Rachel and Ryan were thinking about going to the station. Ryan wanted to give a necklace to",13114,22739
301,"When Scott and Melissa got a drink at the hospital, Scott decided to give it to","When Scott and Melissa got a drink at the hospital, Steven decided to give it to","When Scott and Melissa got a drink at the hospital, Melissa decided to give it to",38994,7493
144,"When Crystal and Kenneth got a ring at the hospital, Kenneth decided to give it to","When Crystal and Kenneth got a ring at the hospital, Gregory decided to give it to","When Crystal and Kenneth got a ring at the hospital, Crystal decided to give it to",29509,31270
897,"After Jacob and Rachel went to the hospital, Jacob gave a kiss to","After Jacob and Rachel went to the hospital, Samuel gave a kiss to","After Jacob and Rachel went to the hospital, Rachel gave a kiss to",22739,14737
783,"Then, Michael and Andrea were working at the office. Michael decided to give a bone to","Then, Michael and Andrea were working at the office. Benjamin decided to give a bone to","Then, Michael and Andrea were working at the office. Andrea decided to give a bone to",35944,6277
359,"Then, Tyler and Katie had a lot of fun at the hospital. Katie gave a basketball to","Then, Tyler and Katie had a lot of fun at the hospital. Thomas gave a basketball to","Then, Tyler and Katie had a lot of fun at the hospital. Tyler gave a basketball to",26953,37073
691,"Then, Amy and Joseph had a long argument, and afterwards Amy said to","Then, Amy and Joseph had a long argument, and afterwards Travis said to","Then, Amy and Joseph had a long argument, and afterwards Joseph said to",10092,22138
793,"After Anthony and Gregory went to the hospital, Gregory gave a bone to","After Anthony and Gregory went to the hospital, Jennifer gave a bone to","After Anthony and Gregory went to the hospital, Anthony gave a bone to",16358,28991
274,"Then, Alexander and Kyle were working at the garden. Kyle decided to give a bone to","Then, Alexander and Kyle were working at the garden. Paul decided to give a bone to","Then, Alexander and Kyle were working at the garden. Alexander decided to give a bone to",13651,25856
921,"Then, Paul and Christopher had a long argument, and afterwards Paul said to","Then, Paul and Christopher had a long argument, and afterwards Erin said to","Then, Paul and Christopher had a long argument, and afterwards Christopher said to",19717,5171
271,"Then, Jeffrey and Erin had a lot of fun at the school. Jeffrey gave a necklace to","Then, Jeffrey and Erin had a lot of fun at the school. Joseph gave a necklace to","Then, Jeffrey and Erin had a lot of fun at the school. Erin gave a necklace to",46604,30274
661,"Then, Erin and Lauren went to the school. Lauren gave a computer to","Then, Erin and Lauren went to the school. Matthew gave a computer to","Then, Erin and Lauren went to the school. Erin gave a computer to",46604,33821
132,"After James and Jesse went to the garden, Jesse gave a bone to","After James and Jesse went to the garden, Amanda gave a bone to","After James and Jesse went to the garden, James gave a bone to",5490,31472
766,"Then, Nicole and Mary went to the station. Mary gave a snack to","Then, Nicole and Mary went to the station. Jesse gave a snack to","Then, Nicole and Mary went to the station. Nicole gave a snack to",37930,6393
909,"Then, Christina and Laura had a long argument, and afterwards Laura said to","Then, Christina and Laura had a long argument, and afterwards Kenneth said to","Then, Christina and Laura had a long argument, and afterwards Christina said to",47831,21960
587,"Then, Crystal and Erin were thinking about going to the restaurant. Crystal wanted to give a ring to","Then, Crystal and Erin were thinking about going to the restaurant. Melissa wanted to give a ring to","Then, Crystal and Erin were thinking about going to the restaurant. Erin wanted to give a ring to",46604,29509
992,"Then, Jessica and James went to the garden. Jessica gave a basketball to","Then, Jessica and James went to the garden. Nicole gave a basketball to","Then, Jessica and James went to the garden. James gave a basketball to",5490,29489
762,"When Jennifer and Andrea got a drink at the restaurant, Andrea decided to give it to","When Jennifer and Andrea got a drink at the restaurant, James decided to give it to","When Jennifer and Andrea got a drink at the restaurant, Jennifer decided to give it to",26355,35944
810,"Then, Kelly and Melissa had a long argument, and afterwards Melissa said to","Then, Kelly and Melissa had a long argument, and afterwards Rachel said to","Then, Kelly and Melissa had a long argument, and afterwards Kelly said to",14943,38994
602,"Then, Christopher and Kyle had a long argument, and afterwards Christopher said to","Then, Christopher and Kyle had a long argument, and afterwards Laura said to","Then, Christopher and Kyle had a long argument, and afterwards Kyle said to",25856,19717
412,"When Sarah and Heather got a kiss at the office, Sarah decided to give it to","When Sarah and Heather got a kiss at the office, Michael decided to give it to","When Sarah and Heather got a kiss at the office, Heather decided to give it to",37083,15458
416,"Then, Jacob and Emily had a long argument, and afterwards Emily said to","Then, Jacob and Emily had a long argument, and afterwards Paul said to","Then, Jacob and Emily had a long argument, and afterwards Jacob said to",14737,24504
51,"Then, Michelle and Eric went to the restaurant. Michelle gave a basketball to","Then, Michelle and Eric went to the restaurant. Michael gave a basketball to","Then, Michelle and Eric went to the restaurant. Eric gave a basketball to",12284,28331
206,"Then, Stephanie and Jose had a lot of fun at the restaurant. Jose gave a computer to","Then, Stephanie and Jose had a lot of fun at the restaurant. John gave a computer to","Then, Stephanie and Jose had a lot of fun at the restaurant. Stephanie gave a computer to",38150,7924
49,"Then, Thomas and David went to the garden. Thomas gave a bone to","Then, Thomas and David went to the garden. Travis gave a bone to","Then, Thomas and David went to the garden. David gave a bone to",5119,7195
570,"Then, Nicholas and Shannon had a lot of fun at the store. Nicholas gave a computer to","Then, Nicholas and Shannon had a lot of fun at the store. Stephanie gave a computer to","Then, Nicholas and Shannon had a lot of fun at the store. Shannon gave a computer to",35175,26876
826,"Then, Anthony and Jesse were working at the store. Anthony decided to give a ring to","Then, Anthony and Jesse were working at the store. Sara decided to give a ring to","Then, Anthony and Jesse were working at the store. Jesse decided to give a ring to",31472,16358
509,"Then, Ryan and Brian were thinking about going to the hospital. Ryan wanted to give a basketball to","Then, Ryan and Brian were thinking about going to the hospital. Anthony wanted to give a basketball to","Then, Ryan and Brian were thinking about going to the hospital. Brian wanted to give a basketball to",14468,13114
395,"Then, Paul and Nicole were working at the hospital. Nicole decided to give a computer to","Then, Paul and Nicole were working at the hospital. Amanda decided to give a computer to","Then, Paul and Nicole were working at the hospital. Paul decided to give a computer to",5171,37930
874,"Then, Jason and Michael had a long argument, and afterwards Michael said to","Then, Jason and Michael had a long argument, and afterwards Daniel said to","Then, Jason and Michael had a long argument, and afterwards Jason said to",16553,6277
771,"When Heather and Jonathan got a snack at the station, Heather decided to give it to","When Heather and Jonathan got a snack at the station, Kelly decided to give it to","When Heather and Jonathan got a snack at the station, Jonathan decided to give it to",18985,37083
195,"Then, Rebecca and William had a long argument, and afterwards William said to","Then, Rebecca and William had a long argument, and afterwards Stephanie said to","Then, Rebecca and William had a long argument, and afterwards Rebecca said to",31959,7252
523,"Then, Adam and Megan had a lot of fun at the house. Megan gave a necklace to","Then, Adam and Megan had a lot of fun at the house. Kelly gave a necklace to","Then, Adam and Megan had a lot of fun at the house. Adam gave a necklace to",13187,45867
776,"When Timothy and Katie got a bone at the garden, Timothy decided to give it to","When Timothy and Katie got a bone at the garden, Rachel decided to give it to","When Timothy and Katie got a bone at the garden, Katie decided to give it to",37073,32905
917,"Then, Angela and Samuel had a lot of fun at the hospital. Angela gave a computer to","Then, Angela and Samuel had a lot of fun at the hospital. Alexander gave a computer to","Then, Angela and Samuel had a lot of fun at the hospital. Samuel gave a computer to",20628,29804
621,"Then, Kelly and Nicholas were thinking about going to the house. Nicholas wanted to give a basketball to","Then, Kelly and Nicholas were thinking about going to the house. Timothy wanted to give a basketball to","Then, Kelly and Nicholas were thinking about going to the house. Kelly wanted to give a basketball to",14943,26876
528,"Then, Brandon and Charles were thinking about going to the store. Brandon wanted to give a computer to","Then, Brandon and Charles were thinking about going to the store. Michael wanted to give a computer to","Then, Brandon and Charles were thinking about going to the store. Charles wanted to give a computer to",8444,29040
806,"Then, Eric and Brandon went to the restaurant. Brandon gave a bone to","Then, Eric and Brandon went to the restaurant. Aaron gave a bone to","Then, Eric and Brandon went to the restaurant. Eric gave a bone to",12284,29040
321,"Then, Nicholas and Erin were working at the office. Nicholas decided to give a bone to","Then, Nicholas and Erin were working at the office. Rebecca decided to give a bone to","Then, Nicholas and Erin were working at the office. Erin decided to give a bone to",46604,26876
608,"Then, Timothy and Kenneth had a long argument, and afterwards Kenneth said to","Then, Timothy and Kenneth had a long argument, and afterwards Jesse said to","Then, Timothy and Kenneth had a long argument, and afterwards Timothy said to",32905,31270
624,"Then, Michael and Jamie had a lot of fun at the station. Jamie gave a snack to","Then, Michael and Jamie had a lot of fun at the station. Brandon gave a snack to","Then, Michael and Jamie had a lot of fun at the station. Michael gave a snack to",6277,27283
589,"Then, Katherine and Lindsey were working at the office. Lindsey decided to give a snack to","Then, Katherine and Lindsey were working at the office. Megan decided to give a snack to","Then, Katherine and Lindsey were working at the office. Katherine decided to give a snack to",37497,50178
143,"Then, Rachel and Bradley had a long argument, and afterwards Rachel said to","Then, Rachel and Bradley had a long argument, and afterwards Thomas said to","Then, Rachel and Bradley had a long argument, and afterwards Bradley said to",27991,22739
672,"Then, Angela and Justin had a lot of fun at the hospital. Angela gave a ring to","Then, Angela and Justin had a lot of fun at the hospital. David gave a ring to","Then, Angela and Justin had a lot of fun at the hospital. Justin gave a ring to",20839,29804
18,"Then, Kelly and Jeffrey had a lot of fun at the station. Jeffrey gave a computer to","Then, Kelly and Jeffrey had a lot of fun at the station. Jennifer gave a computer to","Then, Kelly and Jeffrey had a lot of fun at the station. Kelly gave a computer to",14943,30274
23,"Then, Thomas and Andrew were thinking about going to the office. Thomas wanted to give a bone to","Then, Thomas and Andrew were thinking about going to the office. Matthew wanted to give a bone to","Then, Thomas and Andrew were thinking about going to the office. Andrew wanted to give a bone to",11116,7195
790,"When Stephanie and Benjamin got a computer at the hospital, Benjamin decided to give it to","When Stephanie and Benjamin got a computer at the hospital, Mary decided to give it to","When Stephanie and Benjamin got a computer at the hospital, Stephanie decided to give it to",38150,19046
929,"Then, Anthony and Richard had a lot of fun at the station. Richard gave a kiss to","Then, Anthony and Richard had a lot of fun at the station. Jennifer gave a kiss to","Then, Anthony and Richard had a lot of fun at the station. Anthony gave a kiss to",16358,7727
383,"After Laura and Melissa went to the house, Melissa gave a necklace to","After Laura and Melissa went to the house, Andrew gave a necklace to","After Laura and Melissa went to the house, Laura gave a necklace to",21960,38994
627,"Then, Sean and Jose went to the hospital. Sean gave a ring to","Then, Sean and Jose went to the hospital. Ryan gave a ring to","Then, Sean and Jose went to the hospital. Jose gave a ring to",7924,22723
138,"Then, Laura and Benjamin were working at the station. Benjamin decided to give a drink to","Then, Laura and Benjamin were working at the station. Richard decided to give a drink to","Then, Laura and Benjamin were working at the station. Laura decided to give a drink to",21960,19046
964,"After John and Justin went to the restaurant, John gave a basketball to","After John and Justin went to the restaurant, Emily gave a basketball to","After John and Justin went to the restaurant, Justin gave a basketball to",20839,2516
225,"Then, Eric and Richard were working at the school. Richard decided to give a necklace to","Then, Eric and Richard were working at the school. Lauren decided to give a necklace to","Then, Eric and Richard were working at the school. Eric decided to give a necklace to",12284,7727
223,"Then, Gregory and Timothy had a long argument, and afterwards Gregory said to","Then, Gregory and Timothy had a long argument, and afterwards Jeffrey said to","Then, Gregory and Timothy had a long argument, and afterwards Timothy said to",32905,28991
295,"When Jonathan and Cody got a necklace at the station, Cody decided to give it to","When Jonathan and Cody got a necklace at the station, Joseph decided to give it to","When Jonathan and Cody got a necklace at the station, Jonathan decided to give it to",18985,48545
127,"Then, Patrick and Michelle were working at the station. Patrick decided to give a ring to","Then, Patrick and Michelle were working at the station. Jacob decided to give a ring to","Then, Patrick and Michelle were working at the station. Michelle decided to give a ring to",28331,15435
871,"When James and Jennifer got a necklace at the garden, James decided to give it to","When James and Jennifer got a necklace at the garden, Robert decided to give it to","When James and Jennifer got a necklace at the garden, Jennifer decided to give it to",26355,5490
189,"Then, Brian and Anthony went to the office. Anthony gave a drink to","Then, Brian and Anthony went to the office. Melissa gave a drink to","Then, Brian and Anthony went to the office. Brian gave a drink to",14468,16358
951,"Then, Christopher and Aaron went to the office. Christopher gave a computer to","Then, Christopher and Aaron went to the office. John gave a computer to","Then, Christopher and Aaron went to the office. Aaron gave a computer to",22234,19717
533,"Then, Mark and Lindsay had a lot of fun at the garden. Mark gave a bone to","Then, Mark and Lindsay had a lot of fun at the garden. Alexander gave a bone to","Then, Mark and Lindsay had a lot of fun at the garden. Lindsay gave a bone to",44056,4744
357,"Then, Tyler and Benjamin had a lot of fun at the office. Benjamin gave a kiss to","Then, Tyler and Benjamin had a lot of fun at the office. Patrick gave a kiss to","Then, Tyler and Benjamin had a lot of fun at the office. Tyler gave a kiss to",26953,19046
567,"Then, Angela and Joseph were thinking about going to the restaurant. Angela wanted to give a ring to","Then, Angela and Joseph were thinking about going to the restaurant. Scott wanted to give a ring to","Then, Angela and Joseph were thinking about going to the restaurant. Joseph wanted to give a ring to",10092,29804
222,"Then, Adam and Jose had a long argument, and afterwards Adam said to","Then, Adam and Jose had a long argument, and afterwards Anthony said to","Then, Adam and Jose had a long argument, and afterwards Jose said to",7924,13187
134,"When Jason and Erin got a kiss at the garden, Jason decided to give it to","When Jason and Erin got a kiss at the garden, Laura decided to give it to","When Jason and Erin got a kiss at the garden, Erin decided to give it to",46604,16553
708,"Then, Crystal and Jesse went to the restaurant. Crystal gave a kiss to","Then, Crystal and Jesse went to the restaurant. Sara gave a kiss to","Then, Crystal and Jesse went to the restaurant. Jesse gave a kiss to",31472,29509
816,"Then, Paul and Heather had a lot of fun at the restaurant. Paul gave a necklace to","Then, Paul and Heather had a lot of fun at the restaurant. Daniel gave a necklace to","Then, Paul and Heather had a lot of fun at the restaurant. Heather gave a necklace to",37083,5171
131,"Then, Nathan and Kevin were thinking about going to the office. Nathan wanted to give a drink to","Then, Nathan and Kevin were thinking about going to the office. Sarah wanted to give a drink to","Then, Nathan and Kevin were thinking about going to the office. Kevin wanted to give a drink to",15273,23662
725,"After Matthew and Andrew went to the restaurant, Andrew gave a bone to","After Matthew and Andrew went to the restaurant, Stephen gave a bone to","After Matthew and Andrew went to the restaurant, Matthew gave a bone to",18322,11116
947,"Then, Kelly and Daniel had a long argument, and afterwards Daniel said to","Then, Kelly and Daniel had a long argument, and afterwards Jamie said to","Then, Kelly and Daniel had a long argument, and afterwards Kelly said to",14943,10213
568,"Then, Jonathan and Scott were thinking about going to the school. Jonathan wanted to give a snack to","Then, Jonathan and Scott were thinking about going to the school. Mary wanted to give a snack to","Then, Jonathan and Scott were thinking about going to the school. Scott wanted to give a snack to",7493,18985
954,"Then, Mark and Amber went to the house. Mark gave a drink to","Then, Mark and Amber went to the house. Scott gave a drink to","Then, Mark and Amber went to the house. Amber gave a drink to",41131,4744
606,"Then, Joshua and Christopher went to the hospital. Christopher gave a necklace to","Then, Joshua and Christopher went to the hospital. Laura gave a necklace to","Then, Joshua and Christopher went to the hospital. Joshua gave a necklace to",29092,19717
468,"Then, Paul and Michael had a lot of fun at the garden. Paul gave a kiss to","Then, Paul and Michael had a lot of fun at the garden. Justin gave a kiss to","Then, Paul and Michael had a lot of fun at the garden. Michael gave a kiss to",6277,5171
487,"Then, Jose and Anthony were working at the store. Anthony decided to give a bone to","Then, Jose and Anthony were working at the store. Stephanie decided to give a bone to","Then, Jose and Anthony were working at the store. Jose decided to give a bone to",7924,16358
856,"Then, Megan and Gregory went to the office. Megan gave a necklace to","Then, Megan and Gregory went to the office. Joseph gave a necklace to","Then, Megan and Gregory went to the office. Gregory gave a necklace to",28991,45867
226,"After Jennifer and Megan went to the station, Jennifer gave a necklace to","After Jennifer and Megan went to the station, Brandon gave a necklace to","After Jennifer and Megan went to the station, Megan gave a necklace to",45867,26355
84,"Then, Samuel and Heather were working at the house. Heather decided to give a basketball to","Then, Samuel and Heather were working at the house. Christine decided to give a basketball to","Then, Samuel and Heather were working at the house. Samuel decided to give a basketball to",20628,37083
577,"Then, Nicole and Bradley had a lot of fun at the hospital. Nicole gave a kiss to","Then, Nicole and Bradley had a lot of fun at the hospital. Michael gave a kiss to","Then, Nicole and Bradley had a lot of fun at the hospital. Bradley gave a kiss to",27991,37930
792,"When Matthew and Daniel got a bone at the garden, Daniel decided to give it to","When Matthew and Daniel got a bone at the garden, Justin decided to give it to","When Matthew and Daniel got a bone at the garden, Matthew decided to give it to",18322,10213
502,"Then, Allison and Andrea were thinking about going to the hospital. Andrea wanted to give a drink to","Then, Allison and Andrea were thinking about going to the hospital. Daniel wanted to give a drink to","Then, Allison and Andrea were thinking about going to the hospital. Allison wanted to give a drink to",45664,35944
332,"Then, Charles and Samuel went to the store. Samuel gave a snack to","Then, Charles and Samuel went to the store. Jonathan gave a snack to","Then, Charles and Samuel went to the store. Charles gave a snack to",8444,20628
545,"Then, Rebecca and Matthew were working at the school. Rebecca decided to give a computer to","Then, Rebecca and Matthew were working at the school. Christopher decided to give a computer to","Then, Rebecca and Matthew were working at the school. Matthew decided to give a computer to",18322,31959
187,"Then, Kenneth and Amanda went to the store. Kenneth gave a basketball to","Then, Kenneth and Amanda went to the store. Jeremy gave a basketball to","Then, Kenneth and Amanda went to the store. Amanda gave a basketball to",33811,31270
601,"Then, Travis and Robert had a long argument, and afterwards Robert said to","Then, Travis and Robert had a long argument, and afterwards Sean said to","Then, Travis and Robert had a long argument, and afterwards Travis said to",35382,6911
489,"Then, Rachel and David went to the hospital. David gave a snack to","Then, Rachel and David went to the hospital. Michael gave a snack to","Then, Rachel and David went to the hospital. Rachel gave a snack to",22739,5119
175,"Then, Nathan and William were working at the garden. Nathan decided to give a ring to","Then, Nathan and William were working at the garden. Kelly decided to give a ring to","Then, Nathan and William were working at the garden. William decided to give a ring to",7252,23662
347,"Then, Amber and Anthony had a long argument, and afterwards Amber said to","Then, Amber and Anthony had a long argument, and afterwards Christopher said to","Then, Amber and Anthony had a long argument, and afterwards Anthony said to",16358,41131
508,"Then, Kevin and Christopher had a lot of fun at the school. Kevin gave a bone to","Then, Kevin and Christopher had a lot of fun at the school. Ashley gave a bone to","Then, Kevin and Christopher had a lot of fun at the school. Christopher gave a bone to",19717,15273
341,"Then, Rebecca and Kyle were working at the restaurant. Rebecca decided to give a computer to","Then, Rebecca and Kyle were working at the restaurant. Amanda decided to give a computer to","Then, Rebecca and Kyle were working at the restaurant. Kyle decided to give a computer to",25856,31959
192,"Then, Jeffrey and Mary went to the hospital. Jeffrey gave a bone to","Then, Jeffrey and Mary went to the hospital. Amanda gave a bone to","Then, Jeffrey and Mary went to the hospital. Mary gave a bone to",6393,30274
676,"After John and Crystal went to the house, John gave a kiss to","After John and Crystal went to the house, Travis gave a kiss to","After John and Crystal went to the house, Crystal gave a kiss to",29509,2516
556,"Then, Anthony and Amy were working at the restaurant. Amy decided to give a basketball to","Then, Anthony and Amy were working at the restaurant. Mary decided to give a basketball to","Then, Anthony and Amy were working at the restaurant. Anthony decided to give a basketball to",16358,22138
241,"Then, Bryan and Daniel were working at the restaurant. Daniel decided to give a drink to","Then, Bryan and Daniel were working at the restaurant. Mark decided to give a drink to","Then, Bryan and Daniel were working at the restaurant. Bryan decided to give a drink to",30397,10213
681,"After Amanda and Alexander went to the store, Amanda gave a basketball to","After Amanda and Alexander went to the store, Mark gave a basketball to","After Amanda and Alexander went to the store, Alexander gave a basketball to",13651,33811
927,"Then, Katie and Mary went to the office. Mary gave a ring to","Then, Katie and Mary went to the office. Anthony gave a ring to","Then, Katie and Mary went to the office. Katie gave a ring to",37073,6393
614,"When Jeffrey and Daniel got a drink at the store, Daniel decided to give it to","When Jeffrey and Daniel got a drink at the store, James decided to give it to","When Jeffrey and Daniel got a drink at the store, Jeffrey decided to give it to",30274,10213
891,"Then, Gregory and William had a lot of fun at the store. Gregory gave a snack to","Then, Gregory and William had a lot of fun at the store. Timothy gave a snack to","Then, Gregory and William had a lot of fun at the store. William gave a snack to",7252,28991
596,"Then, Nicole and Kenneth went to the house. Kenneth gave a computer to","Then, Nicole and Kenneth went to the house. Jeremy gave a computer to","Then, Nicole and Kenneth went to the house. Nicole gave a computer to",37930,31270
406,"Then, Allison and Steven were thinking about going to the store. Allison wanted to give a snack to","Then, Allison and Steven were thinking about going to the store. Charles wanted to give a snack to","Then, Allison and Steven were thinking about going to the store. Steven wanted to give a snack to",19436,45664
299,"Then, Andrew and Ryan had a lot of fun at the garden. Ryan gave a drink to","Then, Andrew and Ryan had a lot of fun at the garden. Erin gave a drink to","Then, Andrew and Ryan had a lot of fun at the garden. Andrew gave a drink to",11116,13114
113,"Then, Paul and Steven had a long argument, and afterwards Paul said to","Then, Paul and Steven had a long argument, and afterwards Adam said to","Then, Paul and Steven had a long argument, and afterwards Steven said to",19436,5171
358,"After James and Daniel went to the house, James gave a necklace to","After James and Daniel went to the house, Christopher gave a necklace to","After James and Daniel went to the house, Daniel gave a necklace to",10213,5490
442,"Then, Kevin and Jose had a lot of fun at the garden. Kevin gave a computer to","Then, Kevin and Jose had a lot of fun at the garden. Heather gave a computer to","Then, Kevin and Jose had a lot of fun at the garden. Jose gave a computer to",7924,15273
640,"Then, Bryan and Christina were thinking about going to the school. Christina wanted to give a bone to","Then, Bryan and Christina were thinking about going to the school. Laura wanted to give a bone to","Then, Bryan and Christina were thinking about going to the school. Bryan wanted to give a bone to",30397,47831
248,"Then, Michael and Michelle were thinking about going to the garden. Michelle wanted to give a snack to","Then, Michael and Michelle were thinking about going to the garden. Bradley wanted to give a snack to","Then, Michael and Michelle were thinking about going to the garden. Michael wanted to give a snack to",6277,28331
878,"Then, Lauren and Michelle had a long argument, and afterwards Michelle said to","Then, Lauren and Michelle had a long argument, and afterwards Jeffrey said to","Then, Lauren and Michelle had a long argument, and afterwards Lauren said to",33821,28331
781,"When Paul and Jonathan got a ring at the school, Paul decided to give it to","When Paul and Jonathan got a ring at the school, Gregory decided to give it to","When Paul and Jonathan got a ring at the school, Jonathan decided to give it to",18985,5171
573,"Then, Lindsay and Cody went to the hospital. Cody gave a bone to","Then, Lindsay and Cody went to the hospital. Thomas gave a bone to","Then, Lindsay and Cody went to the hospital. Lindsay gave a bone to",44056,48545
182,"After Joseph and Amy went to the house, Joseph gave a computer to","After Joseph and Amy went to the house, Kelly gave a computer to","After Joseph and Amy went to the house, Amy gave a computer to",22138,10092
960,"Then, Angela and James were thinking about going to the garden. James wanted to give a basketball to","Then, Angela and James were thinking about going to the garden. Amanda wanted to give a basketball to","Then, Angela and James were thinking about going to the garden. Angela wanted to give a basketball to",29804,5490
232,"Then, Jeffrey and Brandon were working at the restaurant. Brandon decided to give a drink to","Then, Jeffrey and Brandon were working at the restaurant. Andrea decided to give a drink to","Then, Jeffrey and Brandon were working at the restaurant. Jeffrey decided to give a drink to",30274,29040
668,"Then, Katie and Lauren had a long argument, and afterwards Katie said to","Then, Katie and Lauren had a long argument, and afterwards Brandon said to","Then, Katie and Lauren had a long argument, and afterwards Lauren said to",33821,37073
525,"When Erin and Gregory got a kiss at the office, Gregory decided to give it to","When Erin and Gregory got a kiss at the office, Stephen decided to give it to","When Erin and Gregory got a kiss at the office, Erin decided to give it to",46604,28991
72,"Then, Lindsey and Jamie had a long argument, and afterwards Jamie said to","Then, Lindsey and Jamie had a long argument, and afterwards Lisa said to","Then, Lindsey and Jamie had a long argument, and afterwards Lindsey said to",50178,27283
486,"Then, Steven and Nicole had a lot of fun at the restaurant. Steven gave a kiss to","Then, Steven and Nicole had a lot of fun at the restaurant. Ryan gave a kiss to","Then, Steven and Nicole had a lot of fun at the restaurant. Nicole gave a kiss to",37930,19436
156,"Then, Jeremy and Andrea had a long argument, and afterwards Andrea said to","Then, Jeremy and Andrea had a long argument, and afterwards Anthony said to","Then, Jeremy and Andrea had a long argument, and afterwards Jeremy said to",25413,35944
380,"When Stephen and Jeremy got a computer at the hospital, Jeremy decided to give it to","When Stephen and Jeremy got a computer at the hospital, William decided to give it to","When Stephen and Jeremy got a computer at the hospital, Stephen decided to give it to",12167,25413
494,"Then, Kyle and Benjamin had a long argument, and afterwards Benjamin said to","Then, Kyle and Benjamin had a long argument, and afterwards Jacob said to","Then, Kyle and Benjamin had a long argument, and afterwards Kyle said to",25856,19046
720,"Then, Laura and Lauren had a lot of fun at the station. Laura gave a necklace to","Then, Laura and Lauren had a lot of fun at the station. Lindsey gave a necklace to","Then, Laura and Lauren had a lot of fun at the station. Lauren gave a necklace to",33821,21960
62,"After Amy and Sarah went to the hospital, Amy gave a necklace to","After Amy and Sarah went to the hospital, Crystal gave a necklace to","After Amy and Sarah went to the hospital, Sarah gave a necklace to",15458,22138
377,"After Lauren and Jesse went to the house, Jesse gave a bone to","After Lauren and Jesse went to the house, Amy gave a bone to","After Lauren and Jesse went to the house, Lauren gave a bone to",33821,31472
56,"After William and Shannon went to the school, William gave a basketball to","After William and Shannon went to the school, Kelly gave a basketball to","After William and Shannon went to the school, Shannon gave a basketball to",35175,7252
13,"When Michael and Jeremy got a bone at the store, Jeremy decided to give it to","When Michael and Jeremy got a bone at the store, Joshua decided to give it to","When Michael and Jeremy got a bone at the store, Michael decided to give it to",6277,25413
147,"Then, Sarah and Scott were thinking about going to the garden. Scott wanted to give a ring to","Then, Sarah and Scott were thinking about going to the garden. Brandon wanted to give a ring to","Then, Sarah and Scott were thinking about going to the garden. Sarah wanted to give a ring to",15458,7493
898,"After Ryan and Rachel went to the station, Rachel gave a bone to","After Ryan and Rachel went to the station, Katie gave a bone to","After Ryan and Rachel went to the station, Ryan gave a bone to",13114,22739
981,"Then, Daniel and Allison had a lot of fun at the restaurant. Allison gave a snack to","Then, Daniel and Allison had a lot of fun at the restaurant. Kelly gave a snack to","Then, Daniel and Allison had a lot of fun at the restaurant. Daniel gave a snack to",10213,45664
119,"Then, Patrick and Jesse were working at the station. Patrick decided to give a kiss to","Then, Patrick and Jesse were working at the station. Adam decided to give a kiss to","Then, Patrick and Jesse were working at the station. Jesse decided to give a kiss to",31472,15435
150,"Then, Jason and Brian had a long argument, and afterwards Brian said to","Then, Jason and Brian had a long argument, and afterwards Mary said to","Then, Jason and Brian had a long argument, and afterwards Jason said to",16553,14468
546,"When Sara and Scott got a ring at the garden, Scott decided to give it to","When Sara and Scott got a ring at the garden, Thomas decided to give it to","When Sara and Scott got a ring at the garden, Sara decided to give it to",31336,7493
